collection;nom_excel;titre_page;nom_carte;source;a_verifier
Reptiles et amphibiens;Boa constrictor;Boa constricteur;Boa constrictor;excel-brut;X
Reptiles et amphibiens;Cobra royal;Cobra royal;Cobra royal;wikipedia;
Reptiles et amphibiens;Cobra cracheur;Cobra cracheur;Cobra cracheur;wikipedia;
Reptiles et amphibiens;Mamba noir;Dendroaspis polylepis;Mamba noir;excel-brut;X
Reptiles et amphibiens;Vipere a cornes;Vipère à cornes;Vipère à cornes;wikipedia;
Reptiles et amphibiens;Vipere heurtante;Vipère heurtante;Vipère heurtante;wikipedia;
Reptiles et amphibiens;Crotale diamantin;Crotale diamantin;Crotale diamantin;wikipedia;
Reptiles et amphibiens;Couleuvre a collier;Couleuvre à collier;Couleuvre à collier;wikipedia;
Reptiles et amphibiens;Iguane vert;Iguana iguana;Iguane vert;excel-brut;X
Reptiles et amphibiens;Iguane marin des Galapagos;Iguane marin des Galapagos;Iguane marin des Galapagos;wikipedia;
Reptiles et amphibiens;Cameleon panthere;Furcifer pardalis;Caméléon panthère;accents-restaures;
Reptiles et amphibiens;Cameleon commun;Caméléon commun;Caméléon commun;wikipedia;
Reptiles et amphibiens;Gecko leopard;Gecko léopard;Gecko léopard;wikipedia;
Reptiles et amphibiens;Varan du Nil;Varan du Nil;Varan du Nil;wikipedia;
Reptiles et amphibiens;Dragon de Komodo;Dragon de Komodo;Dragon de Komodo;wikipedia;
Reptiles et amphibiens;Tortue geante des Galapagos;Tortue géante des Galápagos;Tortue géante des Galápagos;wikipedia;
Reptiles et amphibiens;Tortue luth;Tortue luth;Tortue luth;wikipedia;
Reptiles et amphibiens;Tortue caouanne;Caretta caretta;Tortue caouanne;excel-brut;X
Reptiles et amphibiens;Tortue de Floride;Tortue de Floride;Tortue de Floride;wikipedia;
Reptiles et amphibiens;Tortue-boite;Tortue boîte;Tortue boîte;wikipedia;
Reptiles et amphibiens;Basilic vert;Basiliscus plumifrons;Basilic vert;excel-brut;X
Reptiles et amphibiens;Agame barbu;Pogona vitticeps;Agame barbu;excel-brut;X
Reptiles et amphibiens;Grenouille taureau;Ouaouaron;Grenouille taureau;excel-brut;X
Reptiles et amphibiens;Crapaud commun;Crapaud commun;Crapaud commun;wikipedia;
Reptiles et amphibiens;Crapaud buffle;Rhinella marina;Crapaud buffle;excel-brut;X
Reptiles et amphibiens;Salamandre geante du Japon;Andrias japonicus;Salamandre géante du Japon;wikipedia;
Reptiles et amphibiens;Salamandre tachetee;Salamandre maculée;Salamandre tachetée;wikipedia;
Reptiles et amphibiens;Axolotl;Axolotl;Axolotl;wikipedia;
Reptiles et amphibiens;Triton alpestre;Triton alpestre;Triton alpestre;wikipedia;
Reptiles et amphibiens;Rainette verte;Rainette verte;Rainette verte;wikipedia;
Reptiles et amphibiens;Iguane a queue epineuse;Ctenosaura similis;Iguane à queue épineuse;accents-restaures;
Reptiles et amphibiens;Lezard a collerette;Lézard à collerette;Lézard à collerette;wikipedia;
Poissons et vie marine;Requin blanc;Grand requin blanc;Requin blanc;excel-brut;X
Poissons et vie marine;Requin-baleine;Requin-baleine;Requin-baleine;wikipedia;
Poissons et vie marine;Requin marteau;Sphyrnidae;Requin marteau;utilisateur;
Poissons et vie marine;Requin tigre;Requin-tigre;Requin-tigre;wikipedia;
Poissons et vie marine;Requin bouledogue;Requin-bouledogue;Requin-bouledogue;wikipedia;
Poissons et vie marine;Requin-nourrice;Ginglymostomatidae;Requin-nourrice;utilisateur;
Poissons et vie marine;Requin dormeur;Requin dormeur;Requin dormeur;wikipedia;
Poissons et vie marine;Roussette (poisson);Scyliorhinidae;Roussette;utilisateur;
Poissons et vie marine;Raie manta;Manta (genre);Raie manta;utilisateur;
Poissons et vie marine;Raie pastenague;Dasyatis pastinaca;Raie pastenague;utilisateur;
Poissons et vie marine;Torpille;Torpille;Torpille;wikipedia;
Poissons et vie marine;Poisson-clown;Poisson-clown;Poisson-clown;wikipedia;
Poissons et vie marine;Poisson-chirurgien;Acanthuridae;Poisson-chirurgien;utilisateur;
Poissons et vie marine;Poisson-lion;Pterois volitans;Poisson-lion;utilisateur;
Poissons et vie marine;Poisson-globe;Poisson-globe;Poisson-globe;wikipedia;
Poissons et vie marine;Poisson-lune;Môle (poisson);Poisson lune;wikipedia;
Poissons et vie marine;Poisson-scie;Pristidae;Poisson-scie;utilisateur;
Poissons et vie marine;Poisson volant;Exocoetidae;Poisson volant;utilisateur;
Poissons et vie marine;Piranha;Piranha;Piranha;wikipedia;
Poissons et vie marine;Espadon;Espadon;Espadon;wikipedia;
Poissons et vie marine;Marlin;Istiophoridae;Marlin;excel-brut;X
Poissons et vie marine;Thon rouge;Thon rouge;Thon rouge;wikipedia;
Poissons et vie marine;Saumon atlantique;Saumon atlantique;Saumon atlantique;wikipedia;
Poissons et vie marine;Truite arc-en-ciel;Truite arc-en-ciel;Truite arc-en-ciel;wikipedia;
Poissons et vie marine;Carpe koi;Koï;Carpe koi;utilisateur;
Poissons et vie marine;Anguille electrique;Anguille électrique;Anguille électrique;wikipedia;
Poissons et vie marine;Anguille commune;Anguille d'Europe;Anguille commune;excel-brut;X
Poissons et vie marine;Hippocampe;Hippocampe (poisson);Hippocampe;utilisateur;
Poissons et vie marine;Murene;Murène commune;Murene;utilisateur;
Poissons et vie marine;Baliste;Balistes (poisson);Baliste;excel-brut;X
Poissons et vie marine;Poisson-perroquet;Scaridae;Poisson-perroquet;utilisateur;
Poissons et vie marine;Poisson-ange;Poisson-ange;Poisson-ange;wikipedia;
Poissons et vie marine;Barracuda;Sphyraena;Barracuda;utilisateur;
Poissons et vie marine;Poisson-pierre;Poisson-pierre;Poisson-pierre;wikipedia;
Poissons et vie marine;Etoile de mer;Étoile de mer;Étoile de mer;wikipedia;
Poissons et vie marine;Oursin;Echinoidea;Oursin;utilisateur;
Poissons et vie marine;Concombre de mer;Holothurie;Concombre de mer;utilisateur;
Poissons et vie marine;Poulpe commun;Pieuvre;Poulpe;utilisateur;
Poissons et vie marine;Pieuvre a anneaux bleus;Pieuvre aux anneaux bleus;Pieuvre à anneaux bleus;accents-restaures;
Poissons et vie marine;Calamar geant;Calmar géant;Calamar géant;accents-restaures;
Poissons et vie marine;Seiche;Seiche (animal);Seiche;utilisateur;
Poissons et vie marine;Nautile;Nautile (sous-marin de poche);Nautile;wikipedia;
Poissons et vie marine;Meduse-boite;Cubozoa;Méduse-boîte;wikipedia;
Poissons et vie marine;Meduse lune;Aurelia aurita;Méduse lune;wikipedia;
Poissons et vie marine;Anemone de mer;Anémone de mer;Anémone de mer;wikipedia;
Poissons et vie marine;Corail cerveau;Faviidae;Corail cerveau;excel-brut;X
Poissons et vie marine;Corail corne d'elan;Acropora palmata;Corail corne d'elan;utilisateur;
Poissons et vie marine;Crabe royal;Crabe royal;Crabe royal;wikipedia;
Poissons et vie marine;Crabe-araignee geant du Japon;Macrocheira kaempferi;Crabe-araignée géant du Japon;wikipedia;
Poissons et vie marine;Homard;Homard;Homard;wikipedia;
Poissons et vie marine;Langouste;Palinuridae;Langouste;excel-brut;X
Poissons et vie marine;Crevette-mante;Stomatopoda;Crevette-mante;excel-brut;X
Poissons et vie marine;Eponge de mer;Porifera;Éponge de mer;wikipedia;
Poissons et vie marine;Corail rouge;Corail rouge;Corail rouge;wikipedia;
Poissons et vie marine;Diable de mer;Mobulinae;Diable de mer;utilisateur;
Insectes;Abeille domestique;Apis mellifera;Abeille domestique;excel-brut;X
Insectes;Bourdon terrestre;Bourdon terrestre;Bourdon terrestre;wikipedia;
Insectes;Guepe commune;Vespula vulgaris;Guêpe commune;wikipedia;
Insectes;Frelon europeen;Vespa crabro;Frelon européen;wikipedia;
Insectes;Frelon asiatique;Vespa velutina;Frelon asiatique;excel-brut;X
Insectes;Fourmi noire des jardins;Lasius niger;Fourmi noire des jardins;excel-brut;X
Insectes;Fourmi rousse des bois;Formica rufa;Fourmi rousse des bois;excel-brut;X
Insectes;Fourmi charpentiere;Camponotus;Fourmi charpentiere;excel-brut;X
Insectes;Fourmi legionnaire;Fourmi légionnaire;Fourmi légionnaire;wikipedia;
Insectes;Termite;Termite;Termite;wikipedia;
Insectes;Papillon monarque;Monarque (papillon);Papillon Monarque;accents-restaures;
Insectes;Paon-du-jour;Paon-du-jour;Paon-du-jour;wikipedia;
Insectes;Machaon;Machaon (papillon);Machaon;wikipedia;
Insectes;Pieride du chou;Piéride du chou;Piéride du chou;wikipedia;
Insectes;Sphinx tete de mort;Sphinx tête de mort;Sphinx tête de mort;wikipedia;
Insectes;Sphinx colibri;Moro-sphinx;Sphinx colibri;excel-brut;X
Insectes;Morpho bleu;Morpho helenor;Morpho Bleu;wikipedia;
Insectes;Papillon Atlas;Attacus atlas;Papillon Atlas;excel-brut;X
Insectes;Ver a soie;Bombyx du mûrier;Ver à soie;accents-restaures;
Insectes;Coccinelle a sept points;Coccinella septempunctata;Coccinelle à sept points;wikipedia;
Insectes;Scarabee rhinoceros;Dynastinae;Scarabee rhinoceros;excel-brut;X
Insectes;Scarabee goliath;Goliathus regius;Scarabée goliath;utilisateur;
Insectes;Scarabee sacre;Bousier sacré;Scarabée sacré;utilisateur;
Insectes;Hanneton;Melolonthinae;Hanneton;excel-brut;X
Insectes;Bousier;Bousier;Bousier;wikipedia;
Insectes;Cetoine doree;Cétoine dorée;Cétoine dorée;wikipedia;
Insectes;Lucane cerf-volant;Lucanus cervus;Lucane Cerf-Volant;accents-restaures;
Insectes;Carabe dore;Carabe doré;Carabe doré;wikipedia;
Insectes;Luciole;Luciola;Luciole;utilisateur;
Insectes;Criquet migrateur;Criquet migrateur;Criquet migrateur;wikipedia;
Insectes;Sauterelle verte;Tettigonia viridissima;Sauterelle verte;excel-brut;X
Insectes;Grillon domestique;Acheta domesticus;Grillon domestique;excel-brut;X
Insectes;Mante religieuse;Mante religieuse;Mante religieuse;wikipedia;
Insectes;Phasme baton;Phasme;Phasme bâton;wikipedia;
Insectes;Libellule empereur;Anax empereur;Libellule empereur;excel-brut;X
Insectes;Demoiselle (insecte);Zygoptera;Demoiselle;excel-brut;X
Insectes;Cigale commune;Cicadidae;Cigale commune;excel-brut;X
Insectes;Punaise verte;Palomena prasina;Punaise verte;excel-brut;X
Insectes;Punaise diabolique;Halyomorpha halys;Punaise diabolique;excel-brut;X
Insectes;Puceron;Aphidoidea;Puceron;excel-brut;X
Insectes;Cochenille;Coccoidea;Cochenille;excel-brut;X
Insectes;Moustique commun;Culex pipiens;Moustique commun;excel-brut;X
Insectes;Moustique tigre;Aedes albopictus;Moustique tigre;excel-brut;X
Insectes;Mouche domestique;Mouche domestique;Mouche domestique;wikipedia;
Insectes;Mouche tse-tse;Mouche tsé-tsé;Mouche tsé-tsé;wikipedia;
Insectes;Taon;Tabanidae;Taon;excel-brut;X
Insectes;Puce du chat;Ctenocephalides felis;Puce du chat;excel-brut;X
Insectes;Pou de tete;Pou de tête;Pou de tête;wikipedia;
Insectes;Perce-oreille;Dermaptera;Perce oreille;wikipedia;
Insectes;Blatte americaine;Blatte américaine;Blatte américaine;wikipedia;
Insectes;Charancon du ble;Charançon du blé;Charançon du blé;wikipedia;
Insectes;Doryphore;Doryphore;Doryphore;wikipedia;
Insectes;Chrysope verte;Chrysope verte;Chrysope verte;wikipedia;
Insectes;Fourmilion;Myrmeleontidae;Fourmilion;excel-brut;X
Insectes;Guepe des figuiers;Agaonidae;Guêpe des figuiers;accents-restaures;
Insectes;Ephemere;Ephemeroptera;Ephémère;utilisateur;
Races de chien;Labrador Retriever;Labrador retriever;Labrador retriever;wikipedia;
Races de chien;Golden Retriever;Golden retriever;Golden retriever;wikipedia;
Races de chien;Berger allemand;Berger allemand;Berger allemand;wikipedia;
Races de chien;Berger belge malinois;Malinois (chien);Berger belge Malinois;accents-restaures;
Races de chien;Border Collie;Border collie;Border collie;wikipedia;
Races de chien;Colley;Colley;Colley;wikipedia;
Races de chien;Caniche;Caniche;Caniche;wikipedia;
Races de chien;Bulldog anglais;Bulldog anglais;Bulldog anglais;wikipedia;
Races de chien;Bulldog francais;Bouledogue;Bouledogue français;utilisateur;
Races de chien;Boxer;Boxer (chien);Boxer;wikipedia;
Races de chien;Rottweiler;Rottweiler;Rottweiler;wikipedia;
Races de chien;Doberman;Dobermann;Doberman;excel-brut;X
Races de chien;Dogue allemand;Dogue allemand;Dogue allemand;wikipedia;
Races de chien;Saint-Bernard;Saint-bernard;Saint-bernard;wikipedia;
Races de chien;Terre-Neuve;Terre-neuve (chien);Terre-neuve;wikipedia;
Races de chien;Husky siberien;Husky de Sibérie;Husky sibérien;accents-restaures;
Races de chien;Malamute d'Alaska;Malamute de l'Alaska;Malamute d'Alaska;excel-brut;X
Races de chien;Samoyede;Samoyède (chien);Samoyède;wikipedia;
Races de chien;Akita Inu;Akita (chien);Akita Inu;excel-brut;X
Races de chien;Shiba Inu;Shiba (chien);Shiba Inu;excel-brut;X
Races de chien;Chow Chow;Chow-chow;Chow-chow;wikipedia;
Races de chien;Shar Pei;Shar Pei;Shar Pei;wikipedia;
Races de chien;Basset Hound;Basset hound;Basset hound;wikipedia;
Races de chien;Beagle;Beagle (chien);Beagle;wikipedia;
Races de chien;Bloodhound;Chien de Saint-Hubert;Chien de Saint-Hubert;utilisateur;
Races de chien;Cocker Spaniel;Cocker spaniel;Cocker spaniel;wikipedia;
Races de chien;Cavalier King Charles;Cavalier King Charles Spaniel;Cavalier King Charles;excel-brut;X
Races de chien;Jack Russell Terrier;Jack Russell terrier;Jack Russell terrier;wikipedia;
Races de chien;Fox Terrier;Fox-terrier;Fox-terrier;wikipedia;
Races de chien;Yorkshire Terrier;Yorkshire terrier;Yorkshire terrier;wikipedia;
Races de chien;Bichon Frise;Bichon à poil frisé;Bichon frisé;wikipedia;
Races de chien;Bichon Maltais;Bichon maltais;Bichon maltais;wikipedia;
Races de chien;Chihuahua;Chihuahua (chien);Chihuahua;wikipedia;
Races de chien;Pekinois;Pékinois (chien);Pékinois;wikipedia;
Races de chien;Carlin;Carlin;Carlin;wikipedia;
Races de chien;Teckel;Teckel;Teckel;wikipedia;
Races de chien;Whippet;Lévrier whippet;Whippet;excel-brut;X
Races de chien;Levrier Afghan;Lévrier afghan;Lévrier afghan;wikipedia;
Races de chien;Levrier Irlandais;Irish wolfhound;Lévrier irlandais;wikipedia;
Races de chien;Dalmatien;Dalmatien;Dalmatien;wikipedia;
Races de chien;Weimaraner;Braque de Weimar;Weimaraner;excel-brut;X
Races de chien;Braque allemand;Braque allemand à poil court;Braque allemand;excel-brut;X
Races de chien;Epagneul Breton;Épagneul breton;Épagneul breton;wikipedia;
Races de chien;Epagneul Francais;Épagneul français;Épagneul français;wikipedia;
Races de chien;Setter Anglais;Setter anglais;Setter anglais;wikipedia;
Races de chien;Setter Irlandais;Setter irlandais rouge;Setter irlandais;wikipedia;
Races de chien;Pointer Anglais;Pointer anglais;Pointer anglais;wikipedia;
Races de chien;Berger Australien;Berger australien;Berger australien;wikipedia;
Races de chien;Berger des Shetland;Shetland (chien);Berger des Shetland;excel-brut;X
Races de chien;Berger Blanc Suisse;Berger blanc suisse;Berger blanc suisse;wikipedia;
Races de chien;Bouvier Bernois;Bouvier bernois;Bouvier bernois;wikipedia;
Races de chien;Bouvier des Flandres;Bouvier des Flandres;Bouvier des Flandres;wikipedia;
Races de chien;Schnauzer;Schnauzer;Schnauzer;wikipedia;
Races de chien;Airedale Terrier;Airedale Terrier;Airedale Terrier;wikipedia;
Races de chien;Bull Terrier;Bull Terrier;Bull Terrier;wikipedia;
Races de chien;Staffordshire Bull Terrier;Staffordshire Bull Terrier;Staffordshire Bull Terrier;wikipedia;
Races de chien;American Staffordshire Terrier;American Staffordshire Terrier;American Staffordshire Terrier;wikipedia;
Races de chien;Pitbull;American Pit Bull Terrier;Pitbull;utilisateur;
Races de chien;Cane Corso;Cane Corso;Cane Corso;wikipedia;
Races de chien;Dogue de Bordeaux;Dogue de Bordeaux;Dogue de Bordeaux;wikipedia;
Races de chien;Mastiff;Mastiff;Mastiff;wikipedia;
Races de chien;Fila Brasileiro;Fila Brasileiro;Fila Brasileiro;wikipedia;
Races de chien;Chien de montagne des Pyrenees;Chien de montagne des Pyrénées;Chien de montagne des Pyrénées;wikipedia;
Races de chien;Leonberg;Leonberg (chien);Leonberg;wikipedia;
Races de chien;Spitz allemand;Spitz allemand;Spitz allemand;wikipedia;
Races de chien;Spitz japonais;Spitz japonais;Spitz japonais;wikipedia;
Races de chien;Spitz nain (Pomeranien);Spitz nain;Spitz nain;excel-brut;X
Races de chien;Papillon (chien);Épagneul nain continental papillon;Papillon;excel-brut;X
Races de chien;Lhassa Apso;Lhassa Apso;Lhassa Apso;wikipedia;
Races de chien;Shih Tzu;Shih tzu;Shih tzu;wikipedia;
Races de chien;Boston Terrier;Terrier de Boston;Boston Terrier;excel-brut;X
Races de chien;Griffon Bruxellois;Griffon bruxellois;Griffon bruxellois;wikipedia;
Races de chien;King Charles Spaniel;King Charles Spaniel;King Charles Spaniel;wikipedia;
Races de chien;Basenji;Basenji;Basenji;wikipedia;
Races de chien;Xoloitzcuintle;Xoloitzcuintle;Xoloitzcuintle;wikipedia;
Races de chien;Chien nu peruvien;Chien nu du Pérou;Chien nu peruvien;excel-brut;X
Races de chien;Rhodesian Ridgeback;Chien de Rhodésie à crête dorsale;Rhodesian Ridgeback;excel-brut;X
Races de chien;Boerboel;Boerboel;Boerboel;wikipedia;
Races de chien;Kangal;Kangal (ville);Kangal;wikipedia;
Races de chien;Berger d'Anatolie;Berger Kangal;Berger d'Anatolie;excel-brut;X
Races de chien;Berger de Beauce;Berger de Beauce;Berger de Beauce;wikipedia;
Races de chien;Berger Picard;Berger picard;Berger picard;wikipedia;
Races de chien;Barbet;Barbet (chien);Barbet;wikipedia;
Races de chien;Epagneul Nain Continental;Épagneul nain continental;Épagneul nain continental;wikipedia;
Races de chien;Scottish Terrier;Terrier écossais;Scottish Terrier;excel-brut;X
Races de chien;Cairn Terrier;Cairn terrier;Cairn terrier;wikipedia;
Races de chien;West Highland White Terrier;West Highland white terrier;West Highland white terrier;wikipedia;
Races de chien;Sealyham Terrier;Sealyham Terrier;Sealyham Terrier;wikipedia;
Races de chien;Norfolk Terrier;Norfolk Terrier;Norfolk Terrier;wikipedia;
Races de chien;Norwich Terrier;Norwich Terrier;Norwich Terrier;wikipedia;
Races de chien;Skye Terrier;Skye terrier;Skye terrier;wikipedia;
Races de chien;Border Terrier;Border Terrier;Border Terrier;wikipedia;
Races de chien;Bedlington Terrier;Bedlington terrier;Bedlington terrier;wikipedia;
Races de chien;Kerry Blue Terrier;Terrier Kerry Blue;Kerry Blue Terrier;excel-brut;X
Races de chien;Irish Terrier;Terrier irlandais;Irish Terrier;excel-brut;X
Races de chien;Welsh Terrier;Welsh terrier;Welsh terrier;wikipedia;
Races de chien;Manchester Terrier;Manchester terrier;Manchester terrier;wikipedia;
Races de chien;Havanais;Bichon havanais;Havanais;excel-brut;X
Races de chien;Coton de Tulear;Coton de Tuléar;Coton de Tuléar;wikipedia;
Races de chien;Berger Hollandais;Berger hollandais;Berger hollandais;wikipedia;
Races de chien;Briard;Berger de Brie;Briard;excel-brut;X
Races de chien;Berger polonais de Vallee;Berger polonais de plaine;Berger polonais de Vallée;utilisateur;
Races de chien;Puli;Puli;Puli;wikipedia;
Races de chien;Komondor;Komondor;Komondor;wikipedia;
Races de chien;Chien-loup tchecoslovaque;Chien-loup tchécoslovaque;Chien-loup tchécoslovaque;wikipedia;
Races de chien;Chien-loup de Saarloos;Chien-loup de Saarloos;Chien-loup de Saarloos;wikipedia;
Races de chien;Basset fauve de Bretagne;Basset fauve de Bretagne;Basset fauve de Bretagne;wikipedia;
Races de chien;Basset bleu de Gascogne;Basset bleu de Gascogne;Basset bleu de Gascogne;wikipedia;
Races de chien;Grand bleu de Gascogne;Grand bleu de Gascogne;Grand bleu de Gascogne;wikipedia;
Races de chien;Beagle Harrier;Beagle-harrier;Beagle-harrier;wikipedia;
Races de chien;Otterhound;Chien à loutre;Otterhound;excel-brut;X
Races de chien;Coonhound;Chien noir et feu pour la chasse au raton laveur;Coonhound;excel-brut;X
Races de chien;Foxhound americain;Foxhound américain;Foxhound américain;wikipedia;
Races de chien;Foxhound anglais;Foxhound anglais;Foxhound anglais;wikipedia;
Coupes du monde FIFA;Uruguay 1930;Coupe du monde de football 1930;Uruguay 1930;excel-brut;X
Coupes du monde FIFA;Italie 1934;Coupe du monde de football 1934;Italie 1934;excel-brut;X
Coupes du monde FIFA;France 1938;Coupe du monde de football 1938;France 1938;excel-brut;X
Coupes du monde FIFA;Bresil 1950;Coupe du monde de football 1950;Brésil 1950;accents-restaures;
Coupes du monde FIFA;Suisse 1954;Coupe du monde de football 1954;Suisse 1954;excel-brut;X
Coupes du monde FIFA;Suede 1958;Coupe du monde de football 1958;Suède 1958;accents-restaures;
Coupes du monde FIFA;Chili 1962;Coupe du monde de football 1962;Chili 1962;excel-brut;X
Coupes du monde FIFA;Angleterre 1966;Coupe du monde de football 1966;Angleterre 1966;excel-brut;X
Coupes du monde FIFA;Mexique 1970;Coupe du monde de football 1970;Mexique 1970;excel-brut;X
Coupes du monde FIFA;Allemagne 1974;Coupe du monde de football 1974;Allemagne 1974;excel-brut;X
Coupes du monde FIFA;Argentine 1978;Coupe du monde de football 1978;Argentine 1978;excel-brut;X
Coupes du monde FIFA;Espagne 1982;Coupe du monde de football 1982;Espagne 1982;excel-brut;X
Coupes du monde FIFA;Mexique 1986;Coupe du monde de football 1986;Mexique 1986;excel-brut;X
Coupes du monde FIFA;Italie 1990;Coupe du monde de football 1990;Italie 1990;excel-brut;X
Coupes du monde FIFA;Etats-Unis 1994;Coupe du monde de football 1994;États-Unis 1994;accents-restaures;
Coupes du monde FIFA;France 1998;Coupe du monde de football 1998;France 1998;excel-brut;X
Coupes du monde FIFA;Coree-Japon 2002;Coupe du monde de football 2002;Coree-Japon 2002;excel-brut;X
Coupes du monde FIFA;Allemagne 2006;Coupe du monde de football 2006;Allemagne 2006;excel-brut;X
Coupes du monde FIFA;Afrique du Sud 2010;Coupe du monde de football 2010;Afrique du Sud 2010;excel-brut;X
Coupes du monde FIFA;Bresil 2014;Coupe du monde de football 2014;Brésil 2014;wikipedia;
Coupes du monde FIFA;Russie 2018;Coupe du monde de football 2018;Russie 2018;excel-brut;X
Coupes du monde FIFA;Qatar 2022;Coupe du monde de football 2022;Qatar 2022;excel-brut;X
Plus grands joueurs de football;Pele;Pelé;Pelé;wikipedia;
Plus grands joueurs de football;Diego Maradona;Diego Maradona;Diego Maradona;wikipedia;
Plus grands joueurs de football;Johan Cruyff;Johan Cruyff;Johan Cruyff;wikipedia;
Plus grands joueurs de football;Franz Beckenbauer;Franz Beckenbauer;Franz Beckenbauer;wikipedia;
Plus grands joueurs de football;Alfredo Di Stefano;Alfredo Di Stéfano;Alfredo Di Stéfano;wikipedia;
Plus grands joueurs de football;Ferenc Puskas;Ferenc Puskás;Ferenc Puskás;wikipedia;
Plus grands joueurs de football;Garrincha;Garrincha;Garrincha;wikipedia;
Plus grands joueurs de football;Bobby Charlton;Bobby Charlton;Bobby Charlton;wikipedia;
Plus grands joueurs de football;Gerd Muller;Gerd Müller;Gerd Müller;wikipedia;
Plus grands joueurs de football;Michel Platini;Michel Platini;Michel Platini;wikipedia;
Plus grands joueurs de football;Zico;Zico;Zico;wikipedia;
Plus grands joueurs de football;Socrates;Sócrates;Sócrates;wikipedia;
Plus grands joueurs de football;Falcao;Paulo Roberto Falcão;Falcão;wikipedia;
Plus grands joueurs de football;Marco van Basten;Marco van Basten;Marco van Basten;wikipedia;
Plus grands joueurs de football;Ruud Gullit;Ruud Gullit;Ruud Gullit;wikipedia;
Plus grands joueurs de football;Frank Rijkaard;Frank Rijkaard;Frank Rijkaard;wikipedia;
Plus grands joueurs de football;Dennis Bergkamp;Dennis Bergkamp;Dennis Bergkamp;wikipedia;
Plus grands joueurs de football;Roberto Baggio;Roberto Baggio;Roberto Baggio;wikipedia;
Plus grands joueurs de football;Paolo Maldini;Paolo Maldini;Paolo Maldini;wikipedia;
Plus grands joueurs de football;Franco Baresi;Franco Baresi;Franco Baresi;wikipedia;
Plus grands joueurs de football;Lothar Matthaus;Lothar Matthäus;Lothar Matthäus;wikipedia;
Plus grands joueurs de football;Jurgen Klinsmann;Jürgen Klinsmann;Jürgen Klinsmann;wikipedia;
Plus grands joueurs de football;Lev Yachine;Lev Yachine;Lev Yachine;wikipedia;
Plus grands joueurs de football;Eric Cantona;Éric Cantona;Éric Cantona;wikipedia;
Plus grands joueurs de football;Raymond Kopa;Raymond Kopa;Raymond Kopa;wikipedia;
Plus grands joueurs de football;Just Fontaine;Just Fontaine;Just Fontaine;wikipedia;
Plus grands joueurs de football;Michel Hidalgo;Michel Hidalgo;Michel Hidalgo;wikipedia;
Plus grands joueurs de football;Zinedine Zidane;Zinédine Zidane;Zinédine Zidane;wikipedia;
Plus grands joueurs de football;Ronaldo Nazario;Ronaldo;Ronaldo Nazário;accents-restaures;
Plus grands joueurs de football;Ronaldinho;Ronaldinho;Ronaldinho;wikipedia;
Plus grands joueurs de football;Rivaldo;Rivaldo;Rivaldo;wikipedia;
Plus grands joueurs de football;Cafu;Cafu;Cafu;wikipedia;
Plus grands joueurs de football;Roberto Carlos;Roberto Carlos (football);Roberto Carlos;wikipedia;
Plus grands joueurs de football;Kaka;Kaká;Kaká;wikipedia;
Plus grands joueurs de football;Thierry Henry;Thierry Henry;Thierry Henry;wikipedia;
Plus grands joueurs de football;Patrick Vieira;Patrick Vieira;Patrick Vieira;wikipedia;
Plus grands joueurs de football;Marcel Desailly;Marcel Desailly;Marcel Desailly;wikipedia;
Plus grands joueurs de football;Lilian Thuram;Lilian Thuram;Lilian Thuram;wikipedia;
Plus grands joueurs de football;Didier Deschamps;Didier Deschamps;Didier Deschamps;wikipedia;
Plus grands joueurs de football;Fabien Barthez;Fabien Barthez;Fabien Barthez;wikipedia;
Plus grands joueurs de football;David Beckham;David Beckham;David Beckham;wikipedia;
Plus grands joueurs de football;Steven Gerrard;Steven Gerrard;Steven Gerrard;wikipedia;
Plus grands joueurs de football;Frank Lampard;Frank Lampard;Frank Lampard;wikipedia;
Plus grands joueurs de football;Paul Scholes;Paul Scholes;Paul Scholes;wikipedia;
Plus grands joueurs de football;Ryan Giggs;Ryan Giggs;Ryan Giggs;wikipedia;
Plus grands joueurs de football;Roy Keane;Roy Keane;Roy Keane;wikipedia;
Plus grands joueurs de football;Alan Shearer;Alan Shearer;Alan Shearer;wikipedia;
Plus grands joueurs de football;Wayne Rooney;Wayne Rooney;Wayne Rooney;wikipedia;
Plus grands joueurs de football;Andrea Pirlo;Andrea Pirlo;Andrea Pirlo;wikipedia;
Plus grands joueurs de football;Francesco Totti;Francesco Totti;Francesco Totti;wikipedia;
Plus grands joueurs de football;Alessandro Del Piero;Alessandro Del Piero;Alessandro Del Piero;wikipedia;
Plus grands joueurs de football;Fabio Cannavaro;Fabio Cannavaro;Fabio Cannavaro;wikipedia;
Plus grands joueurs de football;Gianluigi Buffon;Gianluigi Buffon;Gianluigi Buffon;wikipedia;
Plus grands joueurs de football;Xavi Hernandez;Xavi;Xavi Hernández;accents-restaures;
Plus grands joueurs de football;Andres Iniesta;Andrés Iniesta;Andrés Iniesta;wikipedia;
Plus grands joueurs de football;Sergio Ramos;Sergio Ramos;Sergio Ramos;wikipedia;
Plus grands joueurs de football;Iker Casillas;Iker Casillas;Iker Casillas;wikipedia;
Plus grands joueurs de football;Carles Puyol;Carles Puyol;Carles Puyol;wikipedia;
Plus grands joueurs de football;David Villa;David Villa;David Villa;wikipedia;
Plus grands joueurs de football;Fernando Torres;Fernando Torres;Fernando Torres;wikipedia;
