collection;nom_excel;titre_page;nom_carte;source;a_verifier
Merveilles du monde;Grande Pyramide de Gizeh;Pyramide de Khéops;Grande Pyramide de Gizeh;excel-brut;X
Merveilles du monde;Jardins suspendus de Babylone;Jardins suspendus de Babylone;Jardins suspendus de Babylone;wikipedia;
Merveilles du monde;Statue de Zeus a Olympie;Statue chryséléphantine de Zeus à Olympie;Statue de Zeus à Olympie;accents-restaures;
Merveilles du monde;Temple d'Artemis a Ephese;Temple d'Artémis à Éphèse;Temple d'Artémis à Éphèse;wikipedia;
Merveilles du monde;Mausolee d'Halicarnasse;Mausolée d'Halicarnasse;Mausolée d'Halicarnasse;wikipedia;
Merveilles du monde;Colosse de Rhodes;Colosse de Rhodes;Colosse de Rhodes;wikipedia;
Merveilles du monde;Phare d'Alexandrie;Phare d'Alexandrie;Phare d'Alexandrie;wikipedia;
Merveilles du monde;Grande Muraille de Chine;Grande Muraille;Grande Muraille de Chine;excel-brut;X
Merveilles du monde;Petra;Pétra;Pétra;wikipedia;
Merveilles du monde;Christ Redempteur;Statue du Christ Rédempteur;Christ rédempteur;wikipedia;
Merveilles du monde;Machu Picchu;Machu Picchu;Machu Picchu;wikipedia;
Merveilles du monde;Chichen Itza;Chichén Itzá;Chichén Itzá;wikipedia;
Merveilles du monde;Colisee de Rome;Colisée;Colisée de Rome;accents-restaures;
Merveilles du monde;Taj Mahal;Taj Mahal;Taj Mahal;wikipedia;
Pilotes F1 champions du monde;Giuseppe Farina;Giuseppe Farina;Giuseppe Farina;wikipedia;
Pilotes F1 champions du monde;Juan Manuel Fangio;Juan Manuel Fangio;Juan Manuel Fangio;wikipedia;
Pilotes F1 champions du monde;Alberto Ascari;Alberto Ascari;Alberto Ascari;wikipedia;
Pilotes F1 champions du monde;Mike Hawthorn;Mike Hawthorn;Mike Hawthorn;wikipedia;
Pilotes F1 champions du monde;Jack Brabham;Jack Brabham;Jack Brabham;wikipedia;
Pilotes F1 champions du monde;Phil Hill;Phil Hill;Phil Hill;wikipedia;
Pilotes F1 champions du monde;Graham Hill;Graham Hill;Graham Hill;wikipedia;
Pilotes F1 champions du monde;Jim Clark;Jim Clark;Jim Clark;wikipedia;
Pilotes F1 champions du monde;John Surtees;John Surtees;John Surtees;wikipedia;
Pilotes F1 champions du monde;Denny Hulme;Denny Hulme;Denny Hulme;wikipedia;
Pilotes F1 champions du monde;Jackie Stewart;Jackie Stewart;Jackie Stewart;wikipedia;
Pilotes F1 champions du monde;Jochen Rindt;Jochen Rindt;Jochen Rindt;wikipedia;
Pilotes F1 champions du monde;Emerson Fittipaldi;Emerson Fittipaldi;Emerson Fittipaldi;wikipedia;
Pilotes F1 champions du monde;Niki Lauda;Niki Lauda;Niki Lauda;wikipedia;
Pilotes F1 champions du monde;James Hunt;James Hunt;James Hunt;wikipedia;
Pilotes F1 champions du monde;Mario Andretti;Mario Andretti;Mario Andretti;wikipedia;
Pilotes F1 champions du monde;Jody Scheckter;Jody Scheckter;Jody Scheckter;wikipedia;
Pilotes F1 champions du monde;Alan Jones;Alan Jones;Alan Jones;wikipedia;
Pilotes F1 champions du monde;Nelson Piquet;Nelson Piquet;Nelson Piquet;wikipedia;
Pilotes F1 champions du monde;Keke Rosberg;Keke Rosberg;Keke Rosberg;wikipedia;
Pilotes F1 champions du monde;Alain Prost;Alain Prost;Alain Prost;wikipedia;
Pilotes F1 champions du monde;Ayrton Senna;Ayrton Senna;Ayrton Senna;wikipedia;
Pilotes F1 champions du monde;Nigel Mansell;Nigel Mansell;Nigel Mansell;wikipedia;
Pilotes F1 champions du monde;Michael Schumacher;Michael Schumacher;Michael Schumacher;wikipedia;
Pilotes F1 champions du monde;Damon Hill;Damon Hill;Damon Hill;wikipedia;
Pilotes F1 champions du monde;Jacques Villeneuve;Jacques Villeneuve;Jacques Villeneuve;wikipedia;
Pilotes F1 champions du monde;Mika Hakkinen;Mika Häkkinen;Mika Häkkinen;wikipedia;
Pilotes F1 champions du monde;Fernando Alonso;Fernando Alonso;Fernando Alonso;wikipedia;
Pilotes F1 champions du monde;Kimi Raikkonen;Kimi Räikkönen;Kimi Räikkönen;wikipedia;
Pilotes F1 champions du monde;Lewis Hamilton;Lewis Hamilton;Lewis Hamilton;wikipedia;
Pilotes F1 champions du monde;Jenson Button;Jenson Button;Jenson Button;wikipedia;
Pilotes F1 champions du monde;Sebastian Vettel;Sebastian Vettel;Sebastian Vettel;wikipedia;
Pilotes F1 champions du monde;Nico Rosberg;Nico Rosberg;Nico Rosberg;wikipedia;
Pilotes F1 champions du monde;Max Verstappen;Max Verstappen;Max Verstappen;wikipedia;
Pilotes F1 champions du monde;Lando Norris;Lando Norris;Lando Norris;wikipedia;
Elements chimiques;Hydrogene;Hydrogène;Hydrogène;wikipedia;
Elements chimiques;Helium;Hélium;Hélium;wikipedia;
Elements chimiques;Lithium;Lithium;Lithium;wikipedia;
Elements chimiques;Beryllium;Béryllium;Béryllium;wikipedia;
Elements chimiques;Bore;Bore;Bore;wikipedia;
Elements chimiques;Carbone;Carbone;Carbone;wikipedia;
Elements chimiques;Azote;Azote;Azote;wikipedia;
Elements chimiques;Oxygene;Oxygène;Oxygène;wikipedia;
Elements chimiques;Fluor;Fluor;Fluor;wikipedia;
Elements chimiques;Neon;Néon;Néon;wikipedia;
Elements chimiques;Sodium;Sodium;Sodium;wikipedia;
Elements chimiques;Magnesium;Magnésium;Magnésium;wikipedia;
Elements chimiques;Aluminium;Aluminium;Aluminium;wikipedia;
Elements chimiques;Silicium;Silicium;Silicium;wikipedia;
Elements chimiques;Phosphore;Phosphore;Phosphore;wikipedia;
Elements chimiques;Soufre;Soufre;Soufre;wikipedia;
Elements chimiques;Chlore;Chlore;Chlore;wikipedia;
Elements chimiques;Argon;Argon;Argon;wikipedia;
Elements chimiques;Potassium;Potassium;Potassium;wikipedia;
Elements chimiques;Calcium;Calcium;Calcium;wikipedia;
Elements chimiques;Scandium;Scandium;Scandium;wikipedia;
Elements chimiques;Titane;Titane;Titane;wikipedia;
Elements chimiques;Vanadium;Vanadium;Vanadium;wikipedia;
Elements chimiques;Chrome;Chrome;Chrome;wikipedia;
Elements chimiques;Manganese;Manganèse;Manganèse;wikipedia;
Elements chimiques;Fer;Fer;Fer;wikipedia;
Elements chimiques;Cobalt;Cobalt;Cobalt;wikipedia;
Elements chimiques;Nickel;Nickel;Nickel;wikipedia;
Elements chimiques;Cuivre;Cuivre;Cuivre;wikipedia;
Elements chimiques;Zinc;Zinc;Zinc;wikipedia;
Elements chimiques;Gallium;Gallium;Gallium;wikipedia;
Elements chimiques;Germanium;Germanium;Germanium;wikipedia;
Elements chimiques;Arsenic;Arsenic;Arsenic;wikipedia;
Elements chimiques;Selenium;Sélénium;Sélénium;wikipedia;
Elements chimiques;Brome;Brome;Brome;wikipedia;
Elements chimiques;Krypton;Krypton;Krypton;wikipedia;
Elements chimiques;Rubidium;Rubidium;Rubidium;wikipedia;
Elements chimiques;Strontium;Strontium;Strontium;wikipedia;
Elements chimiques;Yttrium;Yttrium;Yttrium;wikipedia;
Elements chimiques;Zirconium;Zirconium;Zirconium;wikipedia;
Elements chimiques;Niobium;Niobium;Niobium;wikipedia;
Elements chimiques;Molybdene;Molybdène;Molybdène;wikipedia;
Elements chimiques;Technetium;Technétium;Technétium;wikipedia;
Elements chimiques;Ruthenium;Ruthénium;Ruthénium;wikipedia;
Elements chimiques;Rhodium;Rhodium;Rhodium;wikipedia;
Elements chimiques;Palladium;Palladium;Palladium;wikipedia;
Elements chimiques;Argent;Argent;Argent;wikipedia;
Elements chimiques;Cadmium;Cadmium;Cadmium;wikipedia;
Elements chimiques;Indium;Indium;Indium;wikipedia;
Elements chimiques;Etain;Étain;Étain;wikipedia;
Elements chimiques;Antimoine;Antimoine;Antimoine;wikipedia;
Elements chimiques;Tellure;Tellure;Tellure;wikipedia;
Elements chimiques;Iode;Iode;Iode;wikipedia;
Elements chimiques;Xenon;Xénon;Xénon;wikipedia;
Elements chimiques;Cesium;Césium;Césium;wikipedia;
Elements chimiques;Baryum;Baryum;Baryum;wikipedia;
Elements chimiques;Lanthane;Lanthane;Lanthane;wikipedia;
Elements chimiques;Cerium;Cérium;Cérium;wikipedia;
Elements chimiques;Praseodyme;Praséodyme;Praséodyme;wikipedia;
Elements chimiques;Neodyme;Néodyme;Néodyme;wikipedia;
Elements chimiques;Promethium;Prométhium;Prométhium;wikipedia;
Elements chimiques;Samarium;Samarium;Samarium;wikipedia;
Elements chimiques;Europium;Europium;Europium;wikipedia;
Elements chimiques;Gadolinium;Gadolinium;Gadolinium;wikipedia;
Elements chimiques;Terbium;Terbium;Terbium;wikipedia;
Elements chimiques;Dysprosium;Dysprosium;Dysprosium;wikipedia;
Elements chimiques;Holmium;Holmium;Holmium;wikipedia;
Elements chimiques;Erbium;Erbium;Erbium;wikipedia;
Elements chimiques;Thulium;Thulium;Thulium;wikipedia;
Elements chimiques;Ytterbium;Ytterbium;Ytterbium;wikipedia;
Elements chimiques;Lutecium;Lutécium;Lutécium;wikipedia;
Elements chimiques;Hafnium;Hafnium;Hafnium;wikipedia;
Elements chimiques;Tantale;Tantale (chimie);Tantale;wikipedia;
Elements chimiques;Tungstene;Tungstène;Tungstène;wikipedia;
Elements chimiques;Rhenium;Rhénium;Rhénium;wikipedia;
Elements chimiques;Osmium;Osmium;Osmium;wikipedia;
Elements chimiques;Iridium;Iridium;Iridium;wikipedia;
Elements chimiques;Platine;Platine;Platine;wikipedia;
Elements chimiques;Or;Or;Or;wikipedia;
Elements chimiques;Mercure;Mercure (chimie);Mercure;wikipedia;
Elements chimiques;Thallium;Thallium;Thallium;wikipedia;
Elements chimiques;Plomb;Plomb;Plomb;wikipedia;
Elements chimiques;Bismuth;Bismuth;Bismuth;wikipedia;
Elements chimiques;Polonium;Polonium;Polonium;wikipedia;
Elements chimiques;Astate;Astate;Astate;wikipedia;
Elements chimiques;Radon;Radon;Radon;wikipedia;
Elements chimiques;Francium;Francium;Francium;wikipedia;
Elements chimiques;Radium;Radium;Radium;wikipedia;
Elements chimiques;Actinium;Actinium;Actinium;wikipedia;
Elements chimiques;Thorium;Thorium;Thorium;wikipedia;
Elements chimiques;Protactinium;Protactinium;Protactinium;wikipedia;
Elements chimiques;Uranium;Uranium;Uranium;wikipedia;
Elements chimiques;Neptunium;Neptunium;Neptunium;wikipedia;
Elements chimiques;Plutonium;Plutonium;Plutonium;wikipedia;
Elements chimiques;Americium;Américium;Américium;wikipedia;
Elements chimiques;Curium;Curium;Curium;wikipedia;
Elements chimiques;Berkelium;Berkélium;Berkélium;wikipedia;
Elements chimiques;Californium;Californium;Californium;wikipedia;
Elements chimiques;Einsteinium;Einsteinium;Einsteinium;wikipedia;
Elements chimiques;Fermium;Fermium;Fermium;wikipedia;
Elements chimiques;Mendelevium;Mendélévium;Mendélévium;wikipedia;
Elements chimiques;Nobelium;Nobélium;Nobélium;wikipedia;
Elements chimiques;Lawrencium;Lawrencium;Lawrencium;wikipedia;
Elements chimiques;Rutherfordium;Rutherfordium;Rutherfordium;wikipedia;
Elements chimiques;Dubnium;Dubnium;Dubnium;wikipedia;
Elements chimiques;Seaborgium;Seaborgium;Seaborgium;wikipedia;
Elements chimiques;Bohrium;Bohrium;Bohrium;wikipedia;
Elements chimiques;Hassium;Hassium;Hassium;wikipedia;
Elements chimiques;Meitnerium;Meitnérium;Meitnérium;wikipedia;
Elements chimiques;Darmstadtium;Darmstadtium;Darmstadtium;wikipedia;
Elements chimiques;Roentgenium;Roentgenium;Roentgenium;wikipedia;
Elements chimiques;Copernicium;Copernicium;Copernicium;wikipedia;
Elements chimiques;Nihonium;Nihonium;Nihonium;wikipedia;
Elements chimiques;Flerovium;Flérovium;Flérovium;wikipedia;
Elements chimiques;Moscovium;Moscovium;Moscovium;wikipedia;
Elements chimiques;Livermorium;Livermorium;Livermorium;wikipedia;
Elements chimiques;Tennesse;Tennesse;Tennesse;wikipedia;
Elements chimiques;Oganesson;Oganesson;Oganesson;wikipedia;
Corps celestes;Mercure (planete);Mercure (planète);Mercure;wikipedia;
Corps celestes;Venus;Vénus (planète);Vénus;wikipedia;
Corps celestes;Terre;Terre;Terre;wikipedia;
Corps celestes;Mars;Mars (planète);Mars;wikipedia;
Corps celestes;Jupiter;Jupiter (planète);Jupiter;wikipedia;
Corps celestes;Saturne;Saturne (planète);Saturne;wikipedia;
Corps celestes;Uranus;Uranus (planète);Uranus;wikipedia;
Corps celestes;Neptune;Neptune (planète);Neptune;wikipedia;
Corps celestes;Ceres;(1) Cérès;CERES;wikipedia;
Corps celestes;Pluton;Pluton (planète naine);Pluton;wikipedia;
Corps celestes;Haumea;(136108) Hauméa;Hauméa;wikipedia;
Corps celestes;Makemake;(136472) Makémaké;Makémaké;accents-restaures;
Corps celestes;Eris (planete naine);(136199) Éris;Éris;utilisateur;
Corps celestes;La Lune;Lune;Lune;wikipedia;
Corps celestes;Phobos;Phobos (lune);Phobos;wikipedia;
Corps celestes;Deimos;Déimos (lune);Déimos;wikipedia;
Corps celestes;Io (lune);Io (lune);Io;wikipedia;
Corps celestes;Europe (lune);Europe (lune);Europe;wikipedia;
Corps celestes;Ganymede;Ganymède (lune);Ganymède;wikipedia;
Corps celestes;Callisto (lune);Callisto (lune);Callisto;wikipedia;
Corps celestes;Titan (lune);Titan (lune);Titan;wikipedia;
Corps celestes;Encelade;Encelade (lune);Encelade;wikipedia;
Corps celestes;Rhea (lune);Rhéa (lune);Rhéa;wikipedia;
Corps celestes;Japet (lune);Japet (lune);Japet;wikipedia;
Corps celestes;Dione (lune);Dioné (lune);Dioné;wikipedia;
Corps celestes;Tethys (lune);Téthys (lune);Téthys;wikipedia;
Corps celestes;Mimas (lune);Mimas (lune);Mimas;wikipedia;
Corps celestes;Titania (lune);Titania (lune);Titania;wikipedia;
Corps celestes;Oberon (lune);Obéron (lune);Obéron;wikipedia;
Corps celestes;Miranda (lune);Miranda (lune);Miranda;wikipedia;
Corps celestes;Ariel (lune);Ariel (lune);Ariel;wikipedia;
Corps celestes;Umbriel (lune);Umbriel (lune);Umbriel;wikipedia;
Corps celestes;Triton (lune);Triton (lune);Triton;wikipedia;
Corps celestes;Charon (lune);Charon (lune);Charon;wikipedia;
Corps celestes;Nebuleuse d'Orion;Nébuleuse d'Orion;Nébuleuse d'Orion;wikipedia;
Corps celestes;Nebuleuse de la Tete de Cheval;Nébuleuse de la Tête de Cheval;Nébuleuse de la Tête de Cheval;wikipedia;
Corps celestes;Nebuleuse du Crabe;Nébuleuse du Crabe;Nébuleuse du Crabe;wikipedia;
Corps celestes;Nebuleuse de l'Aigle;Nébuleuse de l'Aigle;Nébuleuse de l'Aigle;wikipedia;
Corps celestes;Nebuleuse de la Lyre;Nébuleuse de la Lyre;Nébuleuse de la Lyre;wikipedia;
Corps celestes;Nebuleuse d'Helix;NGC 7293;Nébuleuse d'Helix;accents-restaures;
Corps celestes;Nebuleuse de la Rosette;Nébuleuse de la Rosette;Nébuleuse de la Rosette;wikipedia;
Corps celestes;Nebuleuse du Papillon;NGC 6302;Nébuleuse du Papillon;wikipedia;
Corps celestes;Nebuleuse de la Carene;Nébuleuse de la Carène;Nébuleuse de la Carène;wikipedia;
Corps celestes;Nebuleuse du Cone;Nébuleuse du Cône;Nébuleuse du Cône;wikipedia;
Corps celestes;Sagittarius A*;Sagittarius A*;Sagittarius A*;wikipedia;
Corps celestes;M87*;M87*;M87*;wikipedia;
Corps celestes;Cygnus X-1;Cygnus X-1;Cygnus X-1;wikipedia;
Corps celestes;TON 618;TON 618;TON 618;wikipedia;
Corps celestes;Gaia BH1;Gaia BH1;Gaia BH1;wikipedia;
Dieux et figures mythologiques grecques;Zagreus;Zagreus;Zagreus;wikipedia;
Dieux et figures mythologiques grecques;Hades;Hadès;Hadès;wikipedia;
Dieux et figures mythologiques grecques;Persephone;Perséphone;Perséphone;wikipedia;
Dieux et figures mythologiques grecques;Nyx;Nyx;Nyx;wikipedia;
Dieux et figures mythologiques grecques;Chaos (mythologie);Chaos (cosmogonie);Chaos;excel-brut;X
Dieux et figures mythologiques grecques;Erebe;Érèbe;Érèbe;wikipedia;
Dieux et figures mythologiques grecques;Zeus;Zeus;Zeus;wikipedia;
Dieux et figures mythologiques grecques;Poseidon;Poséidon;Poséidon;wikipedia;
Dieux et figures mythologiques grecques;Hera;Héra;Héra;wikipedia;
Dieux et figures mythologiques grecques;Athena;Athéna;Athéna;wikipedia;
Dieux et figures mythologiques grecques;Ares;Arès;Arès;utilisateur;
Dieux et figures mythologiques grecques;Aphrodite;Aphrodite;Aphrodite;wikipedia;
Dieux et figures mythologiques grecques;Apollon;Apollon;Apollon;wikipedia;
Dieux et figures mythologiques grecques;Artemis;Artémis;Artémis;wikipedia;
Dieux et figures mythologiques grecques;Dionysos;Dionysos;Dionysos;wikipedia;
Dieux et figures mythologiques grecques;Demeter;Déméter;Déméter;wikipedia;
Dieux et figures mythologiques grecques;Hermes;Hermès;Hermès;wikipedia;
Dieux et figures mythologiques grecques;Hestia;Hestia;Hestia;wikipedia;
Dieux et figures mythologiques grecques;Hecate;Hécate;Hécate;wikipedia;
Dieux et figures mythologiques grecques;Selene;Séléné;Séléné;wikipedia;
Dieux et figures mythologiques grecques;Eris (deesse);Éris;Éris;accents-restaures;
Dieux et figures mythologiques grecques;Nemesis;Némésis;Némésis;wikipedia;
Dieux et figures mythologiques grecques;Moros;Moros (mythologie);Moros;wikipedia;
Dieux et figures mythologiques grecques;Chronos;Chronos;Chronos;wikipedia;
Dieux et figures mythologiques grecques;Promethee;Prométhée;Prométhée;wikipedia;
Dieux et figures mythologiques grecques;Echidna (mythologie);Échidna;Échidna;accents-restaures;
Dieux et figures mythologiques grecques;Typhon (mythologie);Typhon (mythologie);Typhon;wikipedia;
Dieux et figures mythologiques grecques;Meduse (mythologie);Méduse (mythologie);Méduse;wikipedia;
Dieux et figures mythologiques grecques;Scylla;Scylla (monstre);Scylla;wikipedia;
Dieux et figures mythologiques grecques;Chiron;Chiron (mythologie);Chiron;wikipedia;
Dieux et figures mythologiques grecques;Achille;Achille;Achille;wikipedia;
Dieux et figures mythologiques grecques;Patrocle;Patrocle;Patrocle;wikipedia;
Dieux et figures mythologiques grecques;Sisyphe;Sisyphe;Sisyphe;wikipedia;
Dieux et figures mythologiques grecques;Orphee;Orphée;Orphée;wikipedia;
Dieux et figures mythologiques grecques;Eurydice;Eurydice;Eurydice;wikipedia;
Dieux et figures mythologiques grecques;Charon (mythologie);Charon (mythologie);Charon;wikipedia;
Dieux et figures mythologiques grecques;Cerbere;Cerbère;Cerbère;wikipedia;
Dieux et figures mythologiques grecques;Hypnos;Hypnos;Hypnos;wikipedia;
Dieux et figures mythologiques grecques;Thanatos;Thanatos;Thanatos;wikipedia;
Dieux et figures mythologiques grecques;Megere;Érinyes;Megere;excel-brut;X
Dieux et figures mythologiques grecques;Tisiphone;Érinyes;Érinyes;utilisateur;
Dieux et figures mythologiques grecques;Alecto;(465) Alecto;Alecto;excel-brut;X
Grands dirigeants;Abraham Lincoln;Abraham Lincoln;Abraham Lincoln;wikipedia;
Grands dirigeants;Elizabeth Ire;Élisabeth Ire (impératrice de Russie);Elizabeth Ire;excel-brut;X
Grands dirigeants;Napoleon;Napoléon Ier;Napoléon;wikipedia;
Grands dirigeants;Otto von Bismarck;Otto von Bismarck;Otto von Bismarck;wikipedia;
Grands dirigeants;Catherine II;Catherine II;Catherine II;wikipedia;
Grands dirigeants;Qin Shi Huang;Qin Shi Huang;Qin Shi Huang;wikipedia;
Grands dirigeants;Cleopatre;Cléopâtre VII;Cléopâtre;accents-restaures;
Grands dirigeants;Ramses II;Ramsès II;Ramsès II;wikipedia;
Grands dirigeants;Pericles;Périclès;Périclès;wikipedia;
Grands dirigeants;Alexandre le Grand;Alexandre le Grand;Alexandre le Grand;wikipedia;
Grands dirigeants;Auguste;Auguste;Auguste;wikipedia;
Grands dirigeants;Trajan;Trajan;Trajan;wikipedia;
Grands dirigeants;Gandhi;Mohandas Karamchand Gandhi;Gandhi;excel-brut;X
Grands dirigeants;Tokugawa Ieyasu;Tokugawa Ieyasu;Tokugawa Ieyasu;wikipedia;
Grands dirigeants;Saladin;Saladin;Saladin;wikipedia;
Grands dirigeants;Darius Ier;Darius Ier;Darius Ier;wikipedia;
Grands dirigeants;Cyrus le Grand;Cyrus le Grand;Cyrus le Grand;wikipedia;
Grands dirigeants;Gengis Khan;Gengis Khan;Gengis Khan;wikipedia;
Grands dirigeants;Montezuma;Moctezuma Ier;Moctezuma Ier;utilisateur;
Grands dirigeants;Pachacuti;Pachacutec;Pachacuti;excel-brut;X
Grands dirigeants;Pacal le Grand;K'inich Janaab' Pakal Ier;Pacal le Grand;utilisateur;
Grands dirigeants;Pedro II;Pierre II (empereur du Brésil);Pedro II;utilisateur;
Grands dirigeants;Askia;Askia Mohammed;Askia Mohammed;utilisateur;
Grands dirigeants;Shaka;Chaka (roi zoulou);Shaka;excel-brut;X
Grands dirigeants;Haile Selassie;Haïlé Sélassié Ier;Haïlé Sélassié;accents-restaures;
Grands dirigeants;Christine de Suede;Christine de Suède;Christine de Suède;wikipedia;
Grands dirigeants;Harald Hardrada;Harald Hardrada;Harald Hardrada;wikipedia;
Grands dirigeants;Harald a la Dent bleue;Harald à la Dent bleue;Harald à la Dent bleue;wikipedia;
Grands dirigeants;Guillaume d'Orange;Guillaume Ier d'Orange-Nassau;Guillaume d'Orange;excel-brut;X
Grands dirigeants;Isabelle Ire;Isabelle la Catholique;Isabelle Ire;excel-brut;X
Grands dirigeants;Marie Ire;Marie Ire (reine d'Angleterre);Marie Ire;wikipedia;
Grands dirigeants;Casimir III;Casimir III le Grand;Casimir III;excel-brut;X
Grands dirigeants;Soliman le Magnifique;Soliman le Magnifique;Soliman le Magnifique;wikipedia;
Grands dirigeants;Justinien Ier;Justinien Ier;Justinien Ier;wikipedia;
Grands dirigeants;Theodora;Théodora (impératrice, épouse de Justinien Ier);Théodora;wikipedia;
Grands dirigeants;Sejong le Grand;Sejong le Grand;Sejong le Grand;wikipedia;
Grands dirigeants;Jayavarman VII;Jayavarman VII;Jayavarman VII;wikipedia;
Grands dirigeants;Amanitore;Amanitore;Amanitore;wikipedia;
Grands dirigeants;Mvemba a Nzinga;Alphonse Ier (manikongo);Mvemba a Nzinga;excel-brut;X
Grands dirigeants;Robert Ier d'Ecosse;Robert Ier (roi d'Écosse);Robert Ier d'Ecosse;excel-brut;X
Grands dirigeants;Tamar de Georgie;Tamar Ire;Tamar de Géorgie;accents-restaures;
Grands dirigeants;Matthias Corvin;Matthias Corvin;Matthias Corvin;wikipedia;
Grands dirigeants;Mansa Moussa;Mansa Moussa;Mansa Moussa;wikipedia;
Grands dirigeants;Hannibal Barca;Hannibal Barca;Hannibal Barca;wikipedia;
Grands dirigeants;Boadicee;Boudica;Boadicée;wikipedia;
Grands dirigeants;Vercingetorix;Vercingétorix;Vercingétorix;wikipedia;
Grands dirigeants;Didon;Didon;Didon;wikipedia;
Grands dirigeants;Gilgamesh;Gilgamesh;Gilgamesh;wikipedia;
Grands dirigeants;Louis XIV;Louis XIV;Louis XIV;wikipedia;
Grands dirigeants;Charlemagne;Charlemagne;Charlemagne;wikipedia;
Grands dirigeants;Frederic II le Grand;Frédéric II (roi de Prusse);Frédéric II le Grand;wikipedia;
Grands dirigeants;Pierre le Grand;Pierre Ier le Grand;Pierre le Grand;excel-brut;X
Grands dirigeants;Ivan le Terrible;Ivan le Terrible;Ivan le Terrible;wikipedia;
Grands dirigeants;Marie-Therese;Marie-Thérèse d'Autriche (1717-1780);Marie-Thérèse d'Autriche;utilisateur;
Grands dirigeants;Victoria;Victoria (reine);Victoria;wikipedia;
Grands dirigeants;Wu Zetian;Wu Zetian;Wu Zetian;wikipedia;
Grands dirigeants;Kubilai Khan;Kubilai Khan;Kubilai Khan;wikipedia;
Grands dirigeants;Ashoka;Ashoka;Ashoka;wikipedia;
Grands dirigeants;Akbar;Akbar;Akbar;wikipedia;
Grands dirigeants;Attila;Attila;Attila;wikipedia;
Grands dirigeants;Harun al-Rashid;Hâroun ar-Rachîd;Harun al-Rashid;excel-brut;X
Grands dirigeants;Sundiata Keita;Soundiata Keïta;Sundiata Keïta;accents-restaures;
Grands dirigeants;Nzinga Mbandi;Njinga du Ndongo et du Matamba;Ana de Sousa Nzinga Mbande;utilisateur;
Grands dirigeants;Piye;Piânkhy;Piye;excel-brut;X
Grands dirigeants;Simon Bolivar;Simón Bolívar;Simón Bolívar;wikipedia;
Grands dirigeants;Tecumseh;Tecumseh;Tecumseh;wikipedia;
Grands dirigeants;Kamehameha Ier;Kamehameha Ier;Kamehameha Ier;wikipedia;
Constellations;Andromede;Andromède (constellation);Andromède;wikipedia;
Constellations;Machine pneumatique;Machine pneumatique;Machine pneumatique;wikipedia;
Constellations;Paon;Paon (constellation);Paon;wikipedia;
Constellations;Verseau;Verseau;Verseau;wikipedia;
Constellations;Aigle;Aigle (constellation);Aigle;wikipedia;
Constellations;Autel;Autel (constellation);Autel;wikipedia;
Constellations;Belier;Bélier (constellation);Bélier;wikipedia;
Constellations;Cocher;Cocher (constellation);Cocher;wikipedia;
Constellations;Bouvier;Bouvier (constellation);Bouvier;wikipedia;
Constellations;Burin;Burin (constellation);Burin;wikipedia;
Constellations;Camelopardalis;Girafe (constellation);Camelopardalis;excel-brut;X
Constellations;Cancer;Cancer (constellation);Cancer;wikipedia;
Constellations;Chiens de chasse;Chiens de chasse;Chiens de chasse;wikipedia;
Constellations;Grand Chien;Grand Chien;Grand Chien;wikipedia;
Constellations;Petit Chien;Petit Chien (constellation);Petit Chien;wikipedia;
Constellations;Capricorne;Capricorne (constellation);Capricorne;wikipedia;
Constellations;Carene;Carène (constellation);Carène;wikipedia;
Constellations;Cassiopee;Cassiopée (constellation);Cassiopée;wikipedia;
Constellations;Centaure;Centaure (constellation);Centaure;wikipedia;
Constellations;Cephee;Céphée (constellation);Céphée;wikipedia;
Constellations;Baleine;Baleine (constellation);Baleine;wikipedia;
Constellations;Cameleon;Caméléon (constellation);Caméléon;wikipedia;
Constellations;Compas;Compas (constellation);Compas;wikipedia;
Constellations;Colombe;Colombe (constellation);Colombe;wikipedia;
Constellations;Chevelure de Berenice;Chevelure de Bérénice;Chevelure de Bérénice;wikipedia;
Constellations;Couronne australe;Couronne australe;Couronne australe;wikipedia;
Constellations;Couronne boreale;Couronne boréale;Couronne boréale;wikipedia;
Constellations;Corbeau;Corbeau (constellation);Corbeau;wikipedia;
Constellations;Coupe;Coupe (constellation);Coupe;wikipedia;
Constellations;Croix du Sud;Croix du Sud;Croix du Sud;wikipedia;
Constellations;Cygne;Cygne (constellation);Cygne;wikipedia;
Constellations;Dauphin;Dauphin (constellation);Dauphin;wikipedia;
Constellations;Doradus;Dorade (constellation);Dorade;utilisateur;
Constellations;Dragon;Dragon (constellation);Dragon;wikipedia;
Constellations;Petit Cheval;Petit Cheval;Petit Cheval;wikipedia;
Constellations;Eridan;Éridan (constellation);Éridan;wikipedia;
Constellations;Fourneau;Fourneau (constellation);Fourneau;wikipedia;
Constellations;Gemeaux;Gémeaux;Gémeaux;wikipedia;
Constellations;Grue;Grue (constellation);Grue;wikipedia;
Constellations;Hercule;Hercule (constellation);Hercule;wikipedia;
Constellations;Horloge;Horloge (constellation);Horloge;wikipedia;
Constellations;Hydre;Hydre (constellation);Hydre;wikipedia;
Constellations;Hydre male;Hydre mâle;Hydre mâle;wikipedia;
Constellations;Indien;Indien (constellation);Indien;wikipedia;
Constellations;Lezard;Lézard (constellation);Lézard;wikipedia;
Constellations;Lion;Lion (constellation);Lion;wikipedia;
Constellations;Petit Lion;Petit Lion;Petit Lion;wikipedia;
